disease_area,disease,start_year,trial_count
Disorder of digestive system,Crohn's Disease,2003,1
Disorder of digestive system,Eosinophilic Esophagitis,2003,1
Disorder of digestive system,Gastroesophageal Reflux Disease,2003,2
Disorder of digestive system,Gastroparesis,2003,1
Disorder of digestive system,Nausea and Vomiting,2003,3
Disorder of digestive system,Short Bowel Syndrome,2003,4
Disorder of digestive system,Ulcerative Colitis,2003,3
Disorder of ear,Meniere's Disease,2003,1
Disorder of ear,Otitis Media,2003,1
Disorder of endocrine system,Diabetic Nephropathy,2003,1
Disorder of endocrine system,Gestational Diabetes,2003,6
Disorder of endocrine system,Growth Hormone Deficiency,2003,2
Disorder of endocrine system,Hypoparathyroidism,2003,2
Disorder of endocrine system,Menopause Symptoms,2003,1
Disorder of endocrine system,Metabolic Syndrome,2003,3
Disorder of endocrine system,Obesity,2003,7
Disorder of endocrine system,Polycystic Ovary Syndrome,2003,2
Disorder of endocrine system,Type 1 Diabetes,2003,1
Disorder of endocrine system,Type 2 Diabetes,2003,10
Disorder of eye,Cataracts,2003,1
Disorder of eye,Diabetic Retinopathy,2003,1
Disorder of eye,Glaucoma,2003,2
Disorder of eye,Inherited Retinal Diseases,2003,3
Disorder of haemostatic system,Disseminated Intravascular Coagulation,2003,3
Disorder of haemostatic system,Hemophilia A,2003,2
Disorder of haemostatic system,Von Willebrand Disease,2003,1
Disorder of immune function,Common Variable Immunodeficiency,2003,1
Disorder of immune function,Food Allergy,2003,2
Disorder of immune function,Graft-versus-Host Disease,2003,2
Disorder of immune function,Lupus Nephritis,2003,1
Disorder of immune function,Organ Transplant Rejection,2003,8
Disorder of immune function,Rheumatoid Arthritis,2003,7
Disorder of immune function,Sarcoidosis,2003,5
Disorder of immune function,Systemic Lupus Erythematosus,2003,3
Disorder of immune function,Vasculitis,2003,1
Disorder of labour / delivery,Preterm Labor,2003,3
Disorder of skin,Atopic Dermatitis,2003,2
Disorder of skin,Chronic Urticaria,2003,1
Disorder of skin,Hidradenitis Suppurativa,2003,1
Disorder of skin,Psoriasis,2003,2
Disorder of skin,Rosacea,2003,1
Disorder of the genitourinary system,Acute Kidney Injury,2003,3
Disorder of the genitourinary system,Benign Prostatic Hyperplasia,2003,2
Disorder of the genitourinary system,Chronic Kidney Disease,2003,2
Disorder of the genitourinary system,End-Stage Renal Disease,2003,2
Disorder of the genitourinary system,Endometriosis,2003,1
Disorder of the genitourinary system,Erectile Dysfunction,2003,1
Disorder of the genitourinary system,Infertility,2003,2
Disorder of the genitourinary system,Interstitial Cystitis,2003,1
Disorder of the genitourinary system,Nephrotic Syndrome,2003,2
Disorder of the genitourinary system,Preeclampsia,2003,1
Disorder of the genitourinary system,Urinary Incontinence,2003,3
Disorder of the genitourinary system,Uterine Fibroids,2003,1
Infection,Cytomegalovirus,2003,1
Infection,Fungal Infection,2003,1
Infection,HIV/AIDS,2003,14
Infection,Hepatitis B,2003,13
Infection,Hepatitis C,2003,11
Infection,Herpes Simplex Virus,2003,1
Infection,Herpes Zoster,2003,1
Infection,Influenza,2003,6
Infection,Malaria,2003,3
Infection,Osteomyelitis,2003,3
Infection,Respiratory Syncytial Virus,2003,3
Infection,Sepsis,2003,2
Infection,Skin and Soft Tissue Infection,2003,3
Injury,Trauma,2003,1
Mental illness,Alcohol Use Disorder,2003,11
Mental illness,Anorexia,2003,2
Mental illness,Attention Deficit Hyperactivity Disorder,2003,3
Mental illness,Bipolar Disorder,2003,5
Mental illness,Delirium,2003,1
Mental illness,Eating Disorders,2003,1
Mental illness,Major Depressive Disorder,2003,14
Mental illness,Obsessive-Compulsive Disorder,2003,3
Mental illness,Opioid Use Disorder,2003,1
Mental illness,Post-Traumatic Stress Disorder,2003,4
Mental illness,Postpartum Depression,2003,2
Mental illness,Schizophrenia,2003,12
Mental illness,Social Anxiety Disorder,2003,5
Mental illness,Substance Use Disorder,2003,3
Musculoskeletal disorder,Ankylosing Spondylitis,2003,3
Musculoskeletal disorder,Bone Fracture,2003,4
Musculoskeletal disorder,Fibromyalgia,2003,1
Musculoskeletal disorder,Gout,2003,2
Musculoskeletal disorder,Juvenile Idiopathic Arthritis,2003,2
Musculoskeletal disorder,Low Back Pain,2003,7
Musculoskeletal disorder,Osteoarthritis,2003,11
Musculoskeletal disorder,Osteoporosis,2003,6
Musculoskeletal disorder,Tendinopathy,2003,2
Neoplastic disease,Acute Lymphoblastic Leukemia,2003,8
Neoplastic disease,Acute Myeloid Leukemia,2003,3
Neoplastic disease,Bladder Cancer,2003,2
Neoplastic disease,Brain Tumors,2003,11
Neoplastic disease,Breast Cancer,2003,32
Neoplastic disease,Cancer Immunotherapy,2003,3
Neoplastic disease,Cervical Cancer,2003,6
Neoplastic disease,Cholangiocarcinoma,2003,4
Neoplastic disease,Chronic Lymphocytic Leukemia,2003,4
Neoplastic disease,Chronic Myeloid Leukemia,2003,10
Neoplastic disease,Colorectal Cancer,2003,10
Neoplastic disease,Diffuse Large B-Cell Lymphoma,2003,4
Neoplastic disease,Endometrial Cancer,2003,9
Neoplastic disease,Esophageal Cancer,2003,2
Neoplastic disease,Follicular Lymphoma,2003,4
Neoplastic disease,Gastric Cancer,2003,2
Neoplastic disease,Glioblastoma,2003,4
Neoplastic disease,Head and Neck Cancer,2003,9
Neoplastic disease,Hematologic Malignancies General,2003,5
Neoplastic disease,Hepatocellular Carcinoma,2003,4
Neoplastic disease,Hodgkin Lymphoma,2003,16
Neoplastic disease,Locally Advanced Cancer,2003,4
Neoplastic disease,Mantle Cell Lymphoma,2003,1
Neoplastic disease,Melanoma,2003,6
Neoplastic disease,Mesothelioma,2003,1
Neoplastic disease,Metastatic Disease,2003,1
Neoplastic disease,Multiple Myeloma,2003,9
Neoplastic disease,Myeloproliferative Neoplasms,2003,1
Neoplastic disease,Neuroendocrine Tumors,2003,5
Neoplastic disease,Non-Hodgkin Lymphoma,2003,4
Neoplastic disease,Non-Small Cell Lung Cancer,2003,8
Neoplastic disease,Ovarian Cancer,2003,10
Neoplastic disease,Pancreatic Cancer,2003,6
Neoplastic disease,Prostate Cancer,2003,19
Neoplastic disease,Recurrent Cancer,2003,4
Neoplastic disease,Renal Cell Carcinoma,2003,8
Neoplastic disease,Sarcoma,2003,4
Neoplastic disease,Small Cell Lung Cancer,2003,13
Neoplastic disease,Solid Tumors (Advanced),2003,2
Neoplastic disease,Solid Tumors General,2003,1
Neoplastic disease,Waldenstrom Macroglobulinemia,2003,2
Neurological disorder,Alzheimer's Disease,2003,3
Neurological disorder,Amyotrophic Lateral Sclerosis,2003,1
Neurological disorder,Chronic Pain,2003,1
Neurological disorder,Duchenne Muscular Dystrophy,2003,1
Neurological disorder,Epilepsy,2003,5
Neurological disorder,Essential Tremor,2003,1
Neurological disorder,Huntington's Disease,2003,1
Neurological disorder,Migraine,2003,2
Neurological disorder,Multiple Sclerosis,2003,7
Neurological disorder,Neuropathic Pain,2003,4
Neurological disorder,Parkinson's Disease,2003,4
Neurological disorder,Spinal Cord Injury,2003,3
Neurological disorder,Spinal Muscular Atrophy,2003,1
Neurological disorder,Stroke,2003,10
Neurological disorder,Traumatic Brain Injury,2003,1
Neurological disorder,Trigeminal Neuralgia,2003,2
Procedure,Blood Transfusion,2003,2
Respiratory disease,Acute Respiratory Distress Syndrome,2003,2
Respiratory disease,Allergic Asthma,2003,2
Respiratory disease,Allergic Rhinitis,2003,3
Respiratory disease,Asthma,2003,11
Respiratory disease,Bronchiectasis,2003,5
Respiratory disease,Chronic Obstructive Pulmonary Disease,2003,3
Respiratory disease,Cystic Fibrosis,2003,2
Respiratory disease,Idiopathic Pulmonary Fibrosis,2003,2
Respiratory disease,Neonatal Respiratory Distress,2003,1
Respiratory disease,Pulmonary Arterial Hypertension,2003,4
Respiratory disease,Pulmonary Embolism,2003,1
Situation with explicit context,Geriatric Population,2003,1
Situation with explicit context,Healthy Volunteers,2003,38
Situation with explicit context,Pediatric Population,2003,1
Situation with explicit context,Post-Operative Care,2003,4
Sleep disorder,Narcolepsy,2003,1
Sleep disorder,Obstructive Sleep Apnea,2003,2
Sleep disorder,Restless Legs Syndrome,2003,2
Blood disease,Anemia,2004,8
Blood disease,Hemoglobinopathies,2004,2
Blood disease,Immune Thrombocytopenia,2004,1
Blood disease,Myelodysplastic Syndromes,2004,3
Blood disease,Sickle Cell Disease,2004,7
Blood disease,Thalassemia,2004,1
Blood disease,Thrombotic Thrombocytopenic Purpura,2004,2
Cardiovascular disease,Atherosclerosis,2004,7
Cardiovascular disease,Atrial Fibrillation,2004,6
Cardiovascular disease,Cardiomyopathy,2004,3
Cardiovascular disease,Coronary Artery Disease,2004,10
Cardiovascular disease,Familial Hypercholesterolemia,2004,1
Cardiovascular disease,Heart Failure,2004,11
Cardiovascular disease,Hypertension,2004,5
Cardiovascular disease,Mitral Regurgitation,2004,1
Cardiovascular disease,Myocardial Infarction,2004,5
Cardiovascular disease,Peripheral Artery Disease,2004,5
Cardiovascular disease,Ventricular Arrhythmias,2004,8
Clinical finding,Acute Pain,2004,11
Clinical finding,Edema,2004,2
Clinical finding,Fatigue,2004,1
Clinical finding,Fever,2004,5
Congenital disease,Lysosomal Storage Disorders,2004,7
Disorder of digestive system,Acute Pancreatitis,2004,1
Disorder of digestive system,Chronic Pancreatitis,2004,3
Disorder of digestive system,Crohn's Disease,2004,5
Disorder of digestive system,Eosinophilic Esophagitis,2004,4
Disorder of digestive system,Gastroesophageal Reflux Disease,2004,3
Disorder of digestive system,Nausea and Vomiting,2004,1
Disorder of digestive system,Nonalcoholic Fatty Liver Disease,2004,1
Disorder of digestive system,Peptic Ulcer Disease,2004,3
Disorder of digestive system,Short Bowel Syndrome,2004,3
Disorder of ear,Hearing Loss,2004,2
Disorder of ear,Meniere's Disease,2004,2
Disorder of ear,Otitis Media,2004,1
Disorder of endocrine system,Acromegaly,2004,4
Disorder of endocrine system,Addison's Disease,2004,1
Disorder of endocrine system,Cushing's Syndrome,2004,1
Disorder of endocrine system,Diabetic Nephropathy,2004,1
Disorder of endocrine system,Diabetic Neuropathy,2004,4
Disorder of endocrine system,Gestational Diabetes,2004,18
Disorder of endocrine system,Growth Hormone Deficiency,2004,3
Disorder of endocrine system,Hyperparathyroidism,2004,1
Disorder of endocrine system,Hypogonadism,2004,4
Disorder of endocrine system,Hypoparathyroidism,2004,4
Disorder of endocrine system,Menopause Symptoms,2004,6
Disorder of endocrine system,Metabolic Syndrome,2004,4
Disorder of endocrine system,Obesity,2004,7
Disorder of endocrine system,Polycystic Ovary Syndrome,2004,3
Disorder of endocrine system,Type 1 Diabetes,2004,5
Disorder of endocrine system,Type 2 Diabetes,2004,18
Disorder of eye,Age-Related Macular Degeneration,2004,1
Disorder of eye,Cataracts,2004,4
Disorder of eye,Conjunctivitis,2004,3
Disorder of eye,Diabetic Macular Edema,2004,5
Disorder of eye,Diabetic Retinopathy,2004,1
Disorder of eye,Glaucoma,2004,1
Disorder of eye,Inherited Retinal Diseases,2004,3
Disorder of eye,Uveitis,2004,4
Disorder of haemostatic system,Deep Vein Thrombosis,2004,2
Disorder of haemostatic system,Disseminated Intravascular Coagulation,2004,7
Disorder of haemostatic system,Hemophilia A,2004,1
Disorder of haemostatic system,Venous Thromboembolism,2004,2
Disorder of immune function,Common Variable Immunodeficiency,2004,1
Disorder of immune function,Graft-versus-Host Disease,2004,2
Disorder of immune function,Lupus Nephritis,2004,1
Disorder of immune function,Organ Transplant Rejection,2004,6
Disorder of immune function,Primary Immunodeficiency,2004,2
Disorder of immune function,Rheumatoid Arthritis,2004,14
Disorder of immune function,Sarcoidosis,2004,2
Disorder of immune function,Sjögren's Syndrome,2004,1
Disorder of immune function,Systemic Lupus Erythematosus,2004,1
Disorder of labour / delivery,Preterm Labor,2004,8
Disorder of skin,Acne,2004,1
Disorder of skin,Atopic Dermatitis,2004,2
Disorder of skin,Chronic Urticaria,2004,1
Disorder of skin,Hidradenitis Suppurativa,2004,1
Disorder of skin,Pressure Ulcers,2004,1
Disorder of skin,Psoriasis,2004,8
Disorder of skin,Vitiligo,2004,1
Disorder of the genitourinary system,Acute Kidney Injury,2004,1
Disorder of the genitourinary system,Benign Prostatic Hyperplasia,2004,1
Disorder of the genitourinary system,Chronic Kidney Disease,2004,2
Disorder of the genitourinary system,End-Stage Renal Disease,2004,5
Disorder of the genitourinary system,Endometriosis,2004,2
Disorder of the genitourinary system,Erectile Dysfunction,2004,2
Disorder of the genitourinary system,Focal Segmental Glomerulosclerosis,2004,1
Disorder of the genitourinary system,Infertility,2004,3
Disorder of the genitourinary system,Interstitial Cystitis,2004,2
Disorder of the genitourinary system,Nephrotic Syndrome,2004,2
Disorder of the genitourinary system,Overactive Bladder,2004,3
Disorder of the genitourinary system,Preeclampsia,2004,1
Disorder of the genitourinary system,Pregnancy Study,2004,3
Disorder of the genitourinary system,Urinary Incontinence,2004,3
Infection,Clostridium Difficile Infection,2004,1
Infection,Cytomegalovirus,2004,3
Infection,Fungal Infection,2004,1
Infection,HIV/AIDS,2004,28
Infection,Hepatitis B,2004,12
Infection,Hepatitis C,2004,17
Infection,Herpes Simplex Virus,2004,2
Infection,Influenza,2004,5
Infection,Malaria,2004,1
Infection,Osteomyelitis,2004,3
Infection,Pneumonia,2004,2
Infection,Respiratory Syncytial Virus,2004,2
Infection,Sepsis,2004,3
Infection,Sexually Transmitted Infections,2004,1
Infection,Skin and Soft Tissue Infection,2004,4
Infection,Tuberculosis,2004,3
Injury,Burns,2004,1
Mental illness,Alcohol Use Disorder,2004,14
Mental illness,Anorexia,2004,3
Mental illness,Attention Deficit Hyperactivity Disorder,2004,10
Mental illness,Bipolar Disorder,2004,11
Mental illness,Eating Disorders,2004,2
Mental illness,Major Depressive Disorder,2004,18
Mental illness,Obsessive-Compulsive Disorder,2004,4
Mental illness,Opioid Use Disorder,2004,1
Mental illness,Post-Traumatic Stress Disorder,2004,8
Mental illness,Postpartum Depression,2004,2
Mental illness,Schizophrenia,2004,20
Mental illness,Smoking Cessation,2004,8
Mental illness,Social Anxiety Disorder,2004,6
Mental illness,Substance Use Disorder,2004,7
Musculoskeletal disorder,Ankylosing Spondylitis,2004,2
Musculoskeletal disorder,Bone Fracture,2004,1
Musculoskeletal disorder,Fibromyalgia,2004,3
Musculoskeletal disorder,Gout,2004,2
Musculoskeletal disorder,Low Back Pain,2004,6
Musculoskeletal disorder,Osteoarthritis,2004,16
Musculoskeletal disorder,Osteoporosis,2004,12
Musculoskeletal disorder,Psoriatic Arthritis,2004,2
Musculoskeletal disorder,Tendinopathy,2004,2
Neoplastic disease,Acute Lymphoblastic Leukemia,2004,3
Neoplastic disease,Acute Myeloid Leukemia,2004,6
Neoplastic disease,Bladder Cancer,2004,4
Neoplastic disease,Brain Tumors,2004,14
Neoplastic disease,Breast Cancer,2004,59
Neoplastic disease,Cancer Immunotherapy,2004,6
Neoplastic disease,Cervical Cancer,2004,5
Neoplastic disease,Cholangiocarcinoma,2004,1
Neoplastic disease,Chronic Lymphocytic Leukemia,2004,6
Neoplastic disease,Chronic Myeloid Leukemia,2004,21
Neoplastic disease,Colorectal Cancer,2004,12
Neoplastic disease,Diffuse Large B-Cell Lymphoma,2004,2
Neoplastic disease,Endometrial Cancer,2004,10
Neoplastic disease,Esophageal Cancer,2004,8
Neoplastic disease,Follicular Lymphoma,2004,5
Neoplastic disease,Gastric Cancer,2004,7
Neoplastic disease,Glioblastoma,2004,5
Neoplastic disease,Head and Neck Cancer,2004,8
Neoplastic disease,Hematologic Malignancies General,2004,4
Neoplastic disease,Hepatocellular Carcinoma,2004,7
Neoplastic disease,Hodgkin Lymphoma,2004,28
Neoplastic disease,Locally Advanced Cancer,2004,6
Neoplastic disease,Mantle Cell Lymphoma,2004,2
Neoplastic disease,Melanoma,2004,14
Neoplastic disease,Mesothelioma,2004,1
Neoplastic disease,Metastatic Disease,2004,6
Neoplastic disease,Multiple Myeloma,2004,23
Neoplastic disease,Myeloproliferative Neoplasms,2004,4
Neoplastic disease,Neuroendocrine Tumors,2004,5
Neoplastic disease,Non-Hodgkin Lymphoma,2004,2
Neoplastic disease,Non-Small Cell Lung Cancer,2004,14
Neoplastic disease,Ovarian Cancer,2004,9
Neoplastic disease,Pancreatic Cancer,2004,15
Neoplastic disease,Prostate Cancer,2004,19
Neoplastic disease,Recurrent Cancer,2004,13
Neoplastic disease,Renal Cell Carcinoma,2004,14
Neoplastic disease,Sarcoma,2004,8
Neoplastic disease,Small Cell Lung Cancer,2004,21
Neoplastic disease,Solid Tumors (Advanced),2004,2
Neoplastic disease,Solid Tumors General,2004,3
Neoplastic disease,Thyroid Cancer,2004,4
Neoplastic disease,Waldenstrom Macroglobulinemia,2004,2
Neurological disorder,Alzheimer's Disease,2004,8
Neurological disorder,Amyotrophic Lateral Sclerosis,2004,1
Neurological disorder,Chronic Inflammatory Demyelinating Polyneuropathy,2004,1
Neurological disorder,Chronic Pain,2004,1
Neurological disorder,Dementia,2004,2
Neurological disorder,Epilepsy,2004,12
Neurological disorder,Essential Tremor,2004,4
Neurological disorder,Migraine,2004,5
Neurological disorder,Multiple Sclerosis,2004,7
Neurological disorder,Myasthenia Gravis,2004,2
Neurological disorder,Neuropathic Pain,2004,1
Neurological disorder,Parkinson's Disease,2004,12
Neurological disorder,Spinal Cord Injury,2004,1
Neurological disorder,Stroke,2004,4
Neurological disorder,Trigeminal Neuralgia,2004,2
Procedure,Anesthesia,2004,4
Procedure,Bioequivalence Study,2004,3
Procedure,Blood Transfusion,2004,3
Procedure,Surgical Procedures,2004,1
Respiratory disease,Acute Respiratory Distress Syndrome,2004,1
Respiratory disease,Allergic Asthma,2004,2
Respiratory disease,Allergic Rhinitis,2004,1
Respiratory disease,Asthma,2004,13
Respiratory disease,Bronchiectasis,2004,2
Respiratory disease,Chronic Obstructive Pulmonary Disease,2004,5
Respiratory disease,Cystic Fibrosis,2004,2
Respiratory disease,Neonatal Respiratory Distress,2004,2
Respiratory disease,Pulmonary Arterial Hypertension,2004,4
Respiratory disease,Pulmonary Embolism,2004,3
Situation with explicit context,Contraception,2004,2
Situation with explicit context,Critical Illness,2004,1
Situation with explicit context,Drug-Drug Interaction,2004,2
Situation with explicit context,Geriatric Population,2004,2
