disease_area,disease,start_year,outcome_category,outcome_record_count,trial_count
Neoplastic disease,Hodgkin Lymphoma,1998,Response Rates,31,8
Neoplastic disease,Hodgkin Lymphoma,1998,Survival/Time-to-Event,27,9
Neoplastic disease,Hodgkin Lymphoma,1998,Treatment Adherence,1,1
Neoplastic disease,Locally Advanced Cancer,1998,Adverse Events/Safety,1,1
Neoplastic disease,Locally Advanced Cancer,1998,Biomarkers/Lab Values,12,1
Neoplastic disease,Locally Advanced Cancer,1998,Disease Control,2,1
Neoplastic disease,Melanoma,1998,Immunogenicity,1,1
Neoplastic disease,Melanoma,1998,Response Rates,1,1
Neoplastic disease,Melanoma,1998,Survival/Time-to-Event,1,1
Neoplastic disease,Multiple Myeloma,1998,Response Rates,1,1
Neoplastic disease,Multiple Myeloma,1998,Survival/Time-to-Event,1,1
Neoplastic disease,Myeloproliferative Neoplasms,1998,Mortality,1,1
Neoplastic disease,Myeloproliferative Neoplasms,1998,Response Rates,1,1
Neoplastic disease,Myeloproliferative Neoplasms,1998,Survival/Time-to-Event,2,1
Neoplastic disease,Non-Small Cell Lung Cancer,1998,Dose-Finding,1,1
Neoplastic disease,Non-Small Cell Lung Cancer,1998,Survival/Time-to-Event,1,1
Neoplastic disease,Ovarian Cancer,1998,Adverse Events/Safety,1,1
Neoplastic disease,Ovarian Cancer,1998,Mortality,1,1
Neoplastic disease,Ovarian Cancer,1998,Survival/Time-to-Event,1,1
Neoplastic disease,Prostate Cancer,1998,Adverse Events/Safety,1,1
Neoplastic disease,Prostate Cancer,1998,Biomarkers/Lab Values,2,2
Neoplastic disease,Prostate Cancer,1998,Mental Health Outcomes,4,1
Neoplastic disease,Prostate Cancer,1998,Mortality,2,1
Neoplastic disease,Prostate Cancer,1998,Quality of Life/PRO,1,1
Neoplastic disease,Prostate Cancer,1998,Survival/Time-to-Event,5,1
Neoplastic disease,Renal Cell Carcinoma,1998,Adverse Events/Safety,3,2
Neoplastic disease,Renal Cell Carcinoma,1998,Immunogenicity,2,2
Neoplastic disease,Renal Cell Carcinoma,1998,Response Rates,1,1
Neurological disorder,Alzheimer's Disease,1998,Biomarkers/Lab Values,1,1
Neurological disorder,Alzheimer's Disease,1998,Imaging Outcomes,1,1
Neurological disorder,Epilepsy,1998,Disease Activity Scores,3,1
Neurological disorder,Epilepsy,1998,Quality of Life/PRO,3,1
Neurological disorder,Epilepsy,1998,Response Rates,4,1
Neurological disorder,Epilepsy,1998,Symptoms/Pain,3,1
Neurological disorder,Stroke,1998,Mortality,1,1
Situation with explicit context,Geriatric Population,1998,Functional Status,3,1
Situation with explicit context,Geriatric Population,1998,Mental Health Outcomes,3,1
Situation with explicit context,Healthy Volunteers,1998,Biomarkers/Lab Values,1,1
Blood disease,Myelodysplastic Syndromes,1999,Adverse Events/Safety,1,1
Blood disease,Myelodysplastic Syndromes,1999,Microbiological/Virological,1,1
Blood disease,Myelodysplastic Syndromes,1999,Response Rates,2,1
Blood disease,Myelodysplastic Syndromes,1999,Survival/Time-to-Event,1,1
Blood disease,Myelodysplastic Syndromes,1999,Treatment Adherence,1,1
Blood disease,Sickle Cell Disease,1999,Adverse Events/Safety,2,1
Blood disease,Sickle Cell Disease,1999,Biomarkers/Lab Values,1,1
Blood disease,Sickle Cell Disease,1999,Mortality,1,1
Blood disease,Sickle Cell Disease,1999,Response Rates,1,1
Blood disease,Sickle Cell Disease,1999,Survival/Time-to-Event,1,1
Cardiovascular disease,Atherosclerosis,1999,Mortality,1,1
Cardiovascular disease,Atherosclerosis,1999,Survival/Time-to-Event,4,1
Cardiovascular disease,Atrial Fibrillation,1999,Survival/Time-to-Event,1,1
Cardiovascular disease,Coronary Artery Disease,1999,Adverse Events/Safety,1,1
Cardiovascular disease,Coronary Artery Disease,1999,Biomarkers/Lab Values,1,1
Cardiovascular disease,Coronary Artery Disease,1999,Imaging Outcomes,2,1
Cardiovascular disease,Coronary Artery Disease,1999,Mortality,1,1
Cardiovascular disease,Familial Hypercholesterolemia,1999,Adverse Events/Safety,3,1
Cardiovascular disease,Familial Hypercholesterolemia,1999,Mortality,1,1
Cardiovascular disease,Myocardial Infarction,1999,Biomarkers/Lab Values,2,1
Cardiovascular disease,Myocardial Infarction,1999,Functional Status,1,1
Cardiovascular disease,Myocardial Infarction,1999,Quality of Life/PRO,2,1
Clinical finding,Acute Pain,1999,Response Rates,1,1
Congenital disease,Lysosomal Storage Disorders,1999,Adverse Events/Safety,2,1
Congenital disease,Lysosomal Storage Disorders,1999,Biomarkers/Lab Values,1,1
Congenital disease,Lysosomal Storage Disorders,1999,Survival/Time-to-Event,1,1
Disorder of digestive system,Chronic Pancreatitis,1999,Quality of Life/PRO,1,1
Disorder of digestive system,Chronic Pancreatitis,1999,Symptoms/Pain,1,1
Disorder of endocrine system,Cushing's Syndrome,1999,Imaging Outcomes,1,1
Disorder of endocrine system,Growth Hormone Deficiency,1999,Adverse Events/Safety,2,1
Disorder of endocrine system,Growth Hormone Deficiency,1999,Biomarkers/Lab Values,2,1
Disorder of endocrine system,Growth Hormone Deficiency,1999,Disease Control,1,1
Disorder of endocrine system,Growth Hormone Deficiency,1999,Mortality,1,1
Disorder of endocrine system,Growth Hormone Deficiency,1999,Vital Signs/Physical Measures,3,1
Disorder of endocrine system,Menopause Symptoms,1999,Biomarkers/Lab Values,1,1
Disorder of endocrine system,Type 1 Diabetes,1999,Biomarkers/Lab Values,1,1
Disorder of eye,Glaucoma,1999,Adverse Events/Safety,1,1
Disorder of eye,Glaucoma,1999,Disease Control,2,1
Disorder of eye,Glaucoma,1999,Functional Status,1,1
Disorder of eye,Glaucoma,1999,Hospitalization/Healthcare Use,1,1
Disorder of eye,Glaucoma,1999,Vital Signs/Physical Measures,1,1
Disorder of haemostatic system,Hemophilia A,1999,Adverse Events/Safety,5,1
Disorder of haemostatic system,Hemophilia A,1999,Disease Control,1,1
Disorder of haemostatic system,Hemophilia A,1999,Quality of Life/PRO,5,1
Disorder of haemostatic system,Hemophilia A,1999,Treatment Adherence,3,1
Disorder of immune function,Organ Transplant Rejection,1999,Biomarkers/Lab Values,4,1
Disorder of immune function,Organ Transplant Rejection,1999,Disease Control,1,1
Disorder of immune function,Organ Transplant Rejection,1999,Survival/Time-to-Event,1,1
Disorder of labour / delivery,Preterm Labor,1999,Adverse Events/Safety,2,1
Disorder of labour / delivery,Preterm Labor,1999,Disease Control,1,1
Disorder of labour / delivery,Preterm Labor,1999,Survival/Time-to-Event,1,1
Disorder of labour / delivery,Preterm Labor,1999,Vital Signs/Physical Measures,2,1
Infection,Cytomegalovirus,1999,Adverse Events/Safety,1,1
Infection,Cytomegalovirus,1999,Immunogenicity,4,1
Infection,Herpes Simplex Virus,1999,Biomarkers/Lab Values,1,1
Infection,Herpes Simplex Virus,1999,Disease Control,1,1
Infection,Herpes Simplex Virus,1999,Functional Status,1,1
Infection,Respiratory Syncytial Virus,1999,Biomarkers/Lab Values,1,1
Infection,Respiratory Syncytial Virus,1999,Microbiological/Virological,1,1
Infection,Sexually Transmitted Infections,1999,Adverse Events/Safety,2,1
Mental illness,Alcohol Use Disorder,1999,Response Rates,1,1
Mental illness,Attention Deficit Hyperactivity Disorder,1999,Mental Health Outcomes,6,1
Mental illness,Attention Deficit Hyperactivity Disorder,1999,Quality of Life/PRO,1,1
Mental illness,Panic Disorder,1999,Mental Health Outcomes,1,1
Mental illness,Schizophrenia,1999,Mental Health Outcomes,4,1
Mental illness,Smoking Cessation,1999,Response Rates,1,1
Mental illness,Smoking Cessation,1999,Treatment Adherence,1,1
Musculoskeletal disorder,Fibromyalgia,1999,Biomarkers/Lab Values,3,1
Musculoskeletal disorder,Osteoarthritis,1999,Adverse Events/Safety,1,1
Musculoskeletal disorder,Osteoarthritis,1999,Functional Status,2,2
Musculoskeletal disorder,Osteoarthritis,1999,Hospitalization/Healthcare Use,1,1
Musculoskeletal disorder,Osteoarthritis,1999,Imaging Outcomes,2,1
Musculoskeletal disorder,Osteoarthritis,1999,Quality of Life/PRO,3,2
Musculoskeletal disorder,Osteoarthritis,1999,Survival/Time-to-Event,1,1
Musculoskeletal disorder,Osteoarthritis,1999,Symptoms/Pain,1,1
Musculoskeletal disorder,Osteoporosis,1999,Biomarkers/Lab Values,1,1
Neoplastic disease,Acute Lymphoblastic Leukemia,1999,Mortality,1,1
Neoplastic disease,Acute Lymphoblastic Leukemia,1999,Survival/Time-to-Event,3,1
Neoplastic disease,Brain Tumors,1999,Adverse Events/Safety,3,2
Neoplastic disease,Brain Tumors,1999,Response Rates,1,1
Neoplastic disease,Brain Tumors,1999,Survival/Time-to-Event,1,1
Neoplastic disease,Brain Tumors,1999,Treatment Adherence,1,1
Neoplastic disease,Breast Cancer,1999,Adverse Events/Safety,2,2
Neoplastic disease,Breast Cancer,1999,Biomarkers/Lab Values,1,1
Neoplastic disease,Breast Cancer,1999,Disease Control,2,1
Neoplastic disease,Breast Cancer,1999,Functional Status,2,1
Neoplastic disease,Breast Cancer,1999,Mental Health Outcomes,2,1
Neoplastic disease,Breast Cancer,1999,Quality of Life/PRO,3,3
Neoplastic disease,Breast Cancer,1999,Survival/Time-to-Event,12,6
Neoplastic disease,Breast Cancer,1999,Symptoms/Pain,2,1
Neoplastic disease,Cervical Cancer,1999,Adverse Events/Safety,1,1
Neoplastic disease,Cervical Cancer,1999,Biomarkers/Lab Values,1,1
Neoplastic disease,Cervical Cancer,1999,Disease Control,2,2
Neoplastic disease,Cervical Cancer,1999,Microbiological/Virological,1,1
Neoplastic disease,Cervical Cancer,1999,Survival/Time-to-Event,2,1
Neoplastic disease,Cervical Cancer,1999,Vital Signs/Physical Measures,1,1
Neoplastic disease,Chronic Myeloid Leukemia,1999,Adverse Events/Safety,7,4
Neoplastic disease,Chronic Myeloid Leukemia,1999,Biomarkers/Lab Values,1,1
Neoplastic disease,Chronic Myeloid Leukemia,1999,Disease Control,2,2
Neoplastic disease,Chronic Myeloid Leukemia,1999,Functional Status,1,1
Neoplastic disease,Chronic Myeloid Leukemia,1999,Immunogenicity,1,1
Neoplastic disease,Chronic Myeloid Leukemia,1999,Mortality,2,1
Neoplastic disease,Chronic Myeloid Leukemia,1999,Remission/Cure,2,1
Neoplastic disease,Chronic Myeloid Leukemia,1999,Response Rates,12,4
Neoplastic disease,Chronic Myeloid Leukemia,1999,Survival/Time-to-Event,9,7
Neoplastic disease,Diffuse Large B-Cell Lymphoma,1999,Adverse Events/Safety,1,1
Neoplastic disease,Diffuse Large B-Cell Lymphoma,1999,Response Rates,1,1
Neoplastic disease,Diffuse Large B-Cell Lymphoma,1999,Survival/Time-to-Event,2,1
Neoplastic disease,Endometrial Cancer,1999,Adverse Events/Safety,3,3
Neoplastic disease,Endometrial Cancer,1999,Biomarkers/Lab Values,1,1
Neoplastic disease,Endometrial Cancer,1999,Response Rates,2,2
Neoplastic disease,Endometrial Cancer,1999,Survival/Time-to-Event,2,1
Neoplastic disease,Gastric Cancer,1999,Adverse Events/Safety,1,1
Neoplastic disease,Gastric Cancer,1999,Response Rates,1,1
Neoplastic disease,Gastric Cancer,1999,Survival/Time-to-Event,2,1
Neoplastic disease,Glioblastoma,1999,Adverse Events/Safety,2,1
Neoplastic disease,Glioblastoma,1999,Disease Control,1,1
Neoplastic disease,Glioblastoma,1999,Survival/Time-to-Event,1,1
Neoplastic disease,Head and Neck Cancer,1999,Adverse Events/Safety,1,1
Neoplastic disease,Head and Neck Cancer,1999,Biomarkers/Lab Values,4,1
Neoplastic disease,Head and Neck Cancer,1999,Disease Activity Scores,1,1
Neoplastic disease,Head and Neck Cancer,1999,Imaging Outcomes,2,1
Neoplastic disease,Head and Neck Cancer,1999,Response Rates,1,1
Neoplastic disease,Hepatocellular Carcinoma,1999,Response Rates,1,1
Neoplastic disease,Hepatocellular Carcinoma,1999,Survival/Time-to-Event,2,1
Neoplastic disease,Hodgkin Lymphoma,1999,Adverse Events/Safety,1,1
Neoplastic disease,Hodgkin Lymphoma,1999,Response Rates,1,1
Neoplastic disease,Hodgkin Lymphoma,1999,Survival/Time-to-Event,4,2
Neoplastic disease,Locally Advanced Cancer,1999,Adverse Events/Safety,1,1
Neoplastic disease,Locally Advanced Cancer,1999,Survival/Time-to-Event,1,1
Neoplastic disease,Melanoma,1999,Adverse Events/Safety,1,1
Neoplastic disease,Melanoma,1999,Response Rates,1,1
Neoplastic disease,Melanoma,1999,Survival/Time-to-Event,2,1
Neoplastic disease,Multiple Myeloma,1999,Response Rates,4,1
Neoplastic disease,Multiple Myeloma,1999,Survival/Time-to-Event,2,1
Neoplastic disease,Myeloproliferative Neoplasms,1999,Adverse Events/Safety,2,1
Neoplastic disease,Myeloproliferative Neoplasms,1999,Biomarkers/Lab Values,1,1
Neoplastic disease,Myeloproliferative Neoplasms,1999,Mortality,1,1
Neoplastic disease,Myeloproliferative Neoplasms,1999,Survival/Time-to-Event,3,1
Neoplastic disease,Non-Hodgkin Lymphoma,1999,Adverse Events/Safety,2,2
Neoplastic disease,Non-Hodgkin Lymphoma,1999,Response Rates,3,2
Neoplastic disease,Non-Hodgkin Lymphoma,1999,Survival/Time-to-Event,3,2
Neoplastic disease,Non-Small Cell Lung Cancer,1999,Adverse Events/Safety,1,1
Neoplastic disease,Non-Small Cell Lung Cancer,1999,Quality of Life/PRO,2,1
Neoplastic disease,Non-Small Cell Lung Cancer,1999,Survival/Time-to-Event,2,1
Neoplastic disease,Prostate Cancer,1999,Adverse Events/Safety,1,1
Neoplastic disease,Prostate Cancer,1999,Quality of Life/PRO,1,1
Neoplastic disease,Prostate Cancer,1999,Response Rates,1,1
Neoplastic disease,Prostate Cancer,1999,Survival/Time-to-Event,4,2
Neoplastic disease,Recurrent Cancer,1999,Biomarkers/Lab Values,1,1
Neoplastic disease,Recurrent Cancer,1999,Disease Activity Scores,1,1
Neoplastic disease,Recurrent Cancer,1999,Immunogenicity,1,1
Neoplastic disease,Recurrent Cancer,1999,Quality of Life/PRO,2,2
Neoplastic disease,Recurrent Cancer,1999,Response Rates,1,1
Neoplastic disease,Recurrent Cancer,1999,Survival/Time-to-Event,2,2
Neoplastic disease,Renal Cell Carcinoma,1999,Adverse Events/Safety,1,1
Neoplastic disease,Renal Cell Carcinoma,1999,Biomarkers/Lab Values,1,1
Neoplastic disease,Renal Cell Carcinoma,1999,Response Rates,2,1
Neoplastic disease,Small Cell Lung Cancer,1999,Disease Control,1,1
Neoplastic disease,Small Cell Lung Cancer,1999,Quality of Life/PRO,1,1
Neoplastic disease,Small Cell Lung Cancer,1999,Response Rates,2,1
Neoplastic disease,Small Cell Lung Cancer,1999,Survival/Time-to-Event,3,2
Neoplastic disease,Solid Tumors (Advanced),1999,Adverse Events/Safety,2,1
Neoplastic disease,Solid Tumors (Advanced),1999,Biomarkers/Lab Values,1,1
Neoplastic disease,Solid Tumors (Advanced),1999,Response Rates,1,1
Neurological disorder,Parkinson's Disease,1999,Disease Activity Scores,5,1
Neurological disorder,Stroke,1999,Mental Health Outcomes,1,1
Procedure,Blood Transfusion,1999,Adverse Events/Safety,6,1
Procedure,Blood Transfusion,1999,Biomarkers/Lab Values,3,1
Procedure,Blood Transfusion,1999,Disease Activity Scores,1,1
Procedure,Blood Transfusion,1999,Mortality,1,1
Procedure,Blood Transfusion,1999,Pharmacokinetics,1,1
Procedure,Blood Transfusion,1999,Survival/Time-to-Event,1,1
Respiratory disease,Allergic Rhinitis,1999,Disease Activity Scores,1,1
Respiratory disease,Allergic Rhinitis,1999,Quality of Life/PRO,1,1
Respiratory disease,Allergic Rhinitis,1999,Symptoms/Pain,10,1
Respiratory disease,Chronic Obstructive Pulmonary Disease,1999,Biomarkers/Lab Values,1,1
Respiratory disease,Chronic Obstructive Pulmonary Disease,1999,Vital Signs/Physical Measures,2,1
Respiratory disease,Pulmonary Arterial Hypertension,1999,Adverse Events/Safety,2,1
Respiratory disease,Pulmonary Arterial Hypertension,1999,Vital Signs/Physical Measures,4,1
Sleep disorder,Insomnia,1999,Functional Status,1,1
Sleep disorder,Insomnia,1999,Quality of Life/PRO,2,1
Blood disease,Anemia,2000,Adverse Events/Safety,1,1
Blood disease,Anemia,2000,Biomarkers/Lab Values,1,1
Blood disease,Anemia,2000,Functional Status,1,1
Blood disease,Anemia,2000,Hospitalization/Healthcare Use,2,1
Blood disease,Anemia,2000,Imaging Outcomes,5,1
Blood disease,Anemia,2000,Mortality,4,1
Blood disease,Anemia,2000,Quality of Life/PRO,1,1
Blood disease,Anemia,2000,Survival/Time-to-Event,2,1
Blood disease,Anemia,2000,Treatment Adherence,1,1
Blood disease,Myelodysplastic Syndromes,2000,Response Rates,2,2
Blood disease,Sickle Cell Disease,2000,Adverse Events/Safety,2,1
Blood disease,Sickle Cell Disease,2000,Disease Control,1,1
Blood disease,Sickle Cell Disease,2000,Response Rates,1,1
Blood disease,Sickle Cell Disease,2000,Survival/Time-to-Event,2,1
Cardiovascular disease,Atherosclerosis,2000,Adverse Events/Safety,1,1
Cardiovascular disease,Cardiomyopathy,2000,Mortality,1,1
Cardiovascular disease,Cardiomyopathy,2000,Response Rates,1,1
Cardiovascular disease,Coronary Artery Disease,2000,Functional Status,1,1
Cardiovascular disease,Coronary Artery Disease,2000,Mortality,4,2
Cardiovascular disease,Heart Failure,2000,Biomarkers/Lab Values,2,1
Cardiovascular disease,Heart Failure,2000,Disease Control,1,1
Cardiovascular disease,Heart Failure,2000,Imaging Outcomes,3,1
Cardiovascular disease,Heart Failure,2000,Vital Signs/Physical Measures,3,1
Cardiovascular disease,Ventricular Arrhythmias,2000,Adverse Events/Safety,2,1
Clinical finding,Acute Pain,2000,Adverse Events/Safety,1,1
Clinical finding,Acute Pain,2000,Pharmacokinetics,7,1
Clinical finding,Acute Pain,2000,Vital Signs/Physical Measures,2,1
Congenital disease,Lysosomal Storage Disorders,2000,Adverse Events/Safety,3,1
Congenital disease,Lysosomal Storage Disorders,2000,Biomarkers/Lab Values,1,1
Congenital disease,Lysosomal Storage Disorders,2000,Functional Status,3,1
Congenital disease,Lysosomal Storage Disorders,2000,Imaging Outcomes,1,1
Congenital disease,Lysosomal Storage Disorders,2000,Mortality,1,1
Congenital disease,Lysosomal Storage Disorders,2000,Survival/Time-to-Event,1,1
Congenital disease,Lysosomal Storage Disorders,2000,Symptoms/Pain,1,1
Congenital disease,Lysosomal Storage Disorders,2000,Vital Signs/Physical Measures,1,1
Disorder of digestive system,Acute Pancreatitis,2000,Adverse Events/Safety,2,1
Disorder of digestive system,Acute Pancreatitis,2000,Functional Status,1,1
Disorder of digestive system,Acute Pancreatitis,2000,Hospitalization/Healthcare Use,2,1
Disorder of digestive system,Acute Pancreatitis,2000,Survival/Time-to-Event,3,1
Disorder of digestive system,Inflammatory Bowel Disease,2000,Functional Status,2,1
Disorder of digestive system,Short Bowel Syndrome,2000,Vital Signs/Physical Measures,1,1
Disorder of digestive system,Ulcerative Colitis,2000,Disease Activity Scores,5,2
Disorder of digestive system,Ulcerative Colitis,2000,Functional Status,1,1
Disorder of digestive system,Ulcerative Colitis,2000,Quality of Life/PRO,1,1
Disorder of digestive system,Ulcerative Colitis,2000,Response Rates,2,1
Disorder of digestive system,Ulcerative Colitis,2000,Symptoms/Pain,3,2
Disorder of ear,Meniere's Disease,2000,Functional Status,1,1
Disorder of endocrine system,Diabetic Neuropathy,2000,Biomarkers/Lab Values,4,1
Disorder of endocrine system,Gestational Diabetes,2000,Adverse Events/Safety,1,1
Disorder of endocrine system,Gestational Diabetes,2000,Biomarkers/Lab Values,6,3
Disorder of endocrine system,Gestational Diabetes,2000,Hospitalization/Healthcare Use,1,1
Disorder of endocrine system,Gestational Diabetes,2000,Mortality,1,1
Disorder of endocrine system,Gestational Diabetes,2000,Treatment Adherence,6,1
Disorder of endocrine system,Gestational Diabetes,2000,Vital Signs/Physical Measures,3,2
Disorder of endocrine system,Menopause Symptoms,2000,Biomarkers/Lab Values,2,1
Disorder of endocrine system,Menopause Symptoms,2000,Imaging Outcomes,3,1
