disease_area,disease,phase,completion_period,period_trial_count,outcome_normalized,percentage,rank,outcome_position
Clinical finding,Edema,Phase 2,2011-2015,4,AUC [0-24],0.0000,2.0000,15
Clinical finding,Edema,Phase 2,2016-2020,5,AUC FROM 0 TO INFINITY,100.0000,1.0000,14
Clinical finding,Edema,Phase 2,2016-2020,5,AUC [0-24],100.0000,1.0000,15
Clinical finding,Edema,Phase 2,2016-2020,5,AESTHETIC APPEARANCE IMPROVEMENT,33.3333,3.0000,10
Clinical finding,Edema,Phase 2,2016-2020,5,AESTHETIC APPEARANCE IMPROVEMENT LIKERT SCORES,33.3333,3.0000,11
Clinical finding,Edema,Phase 2,2016-2020,5,CHANGE IN VAS PAIN SCORE,0.0000,5.0000,2
Clinical finding,Edema,Phase 2,2021-2025,2,CHANGE IN VAS PAIN SCORE,0.0000,1.0000,2
Clinical finding,Edema,Phase 2,2021-2025,2,AESTHETIC APPEARANCE IMPROVEMENT,0.0000,1.0000,10
Clinical finding,Edema,Phase 2,2021-2025,2,AESTHETIC APPEARANCE IMPROVEMENT LIKERT SCORES,0.0000,1.0000,11
Clinical finding,Edema,Phase 2,2021-2025,2,AUC FROM 0 TO INFINITY,0.0000,1.0000,14
Clinical finding,Edema,Phase 2,2021-2025,2,AUC [0-24],0.0000,1.0000,15
Clinical finding,Edema,Phase 3,2006-2010,5,CHANGE IN BODY WEIGHT,100.0000,1.0000,0
Clinical finding,Edema,Phase 3,2006-2010,5,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,0.0000,2.0000,1
Clinical finding,Edema,Phase 3,2006-2010,5,NUMBER OF INVESTIGATOR-CONFIRMED ANGIOEDEMA ATTACKS,0.0000,2.0000,3
Clinical finding,Edema,Phase 3,2006-2010,5,PLASMA DRUG CONCENTRATION,0.0000,2.0000,4
Clinical finding,Edema,Phase 3,2006-2010,5,PLASMA KALLIKREIN ACTIVITY,0.0000,2.0000,5
Clinical finding,Edema,Phase 3,2011-2015,5,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,50.0000,1.0000,1
Clinical finding,Edema,Phase 3,2011-2015,5,CHANGE IN BODY WEIGHT,0.0000,2.0000,0
Clinical finding,Edema,Phase 3,2011-2015,5,NUMBER OF INVESTIGATOR-CONFIRMED ANGIOEDEMA ATTACKS,0.0000,2.0000,3
Clinical finding,Edema,Phase 3,2011-2015,5,PLASMA DRUG CONCENTRATION,0.0000,2.0000,4
Clinical finding,Edema,Phase 3,2011-2015,5,PLASMA KALLIKREIN ACTIVITY,0.0000,2.0000,5
Clinical finding,Edema,Phase 3,2016-2020,3,CHANGE IN BODY WEIGHT,0.0000,1.0000,0
Clinical finding,Edema,Phase 3,2016-2020,3,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,0.0000,1.0000,1
Clinical finding,Edema,Phase 3,2016-2020,3,NUMBER OF INVESTIGATOR-CONFIRMED ANGIOEDEMA ATTACKS,0.0000,1.0000,3
Clinical finding,Edema,Phase 3,2016-2020,3,PLASMA DRUG CONCENTRATION,0.0000,1.0000,4
Clinical finding,Edema,Phase 3,2016-2020,3,PLASMA KALLIKREIN ACTIVITY,0.0000,1.0000,5
Clinical finding,Edema,Phase 3,2021-2025,2,NUMBER OF PARTICIPANTS WITH TREATMENT EMERGENT ADVERSE EVENTS,100.0000,1.0000,1
Clinical finding,Edema,Phase 3,2021-2025,2,NUMBER OF INVESTIGATOR-CONFIRMED ANGIOEDEMA ATTACKS,100.0000,1.0000,3
Clinical finding,Edema,Phase 3,2021-2025,2,PLASMA DRUG CONCENTRATION,100.0000,1.0000,4
Clinical finding,Edema,Phase 3,2021-2025,2,PLASMA KALLIKREIN ACTIVITY,100.0000,1.0000,5
Clinical finding,Edema,Phase 3,2021-2025,2,CHANGE IN BODY WEIGHT,0.0000,5.0000,0
Clinical finding,Edema,Phase 4,2006-2010,5,ATTEMPTS NEEDED TO SUCCESSFULLY PLACE SUBCUTANEOUS CATHETER/BUTTON,50.0000,1.0000,13
Clinical finding,Edema,Phase 4,2006-2010,5,CHANGE FROM BASELINE IN HYDRATION STATUS,50.0000,1.0000,16
Clinical finding,Edema,Phase 4,2006-2010,5,24-HOUR URINE OUTPUT,0.0000,3.0000,6
Clinical finding,Edema,Phase 4,2006-2010,5,30-DAY MORTALITY,0.0000,3.0000,7
Clinical finding,Edema,Phase 4,2006-2010,5,ACUTE KIDNEY INJURY,0.0000,3.0000,8
Clinical finding,Edema,Phase 4,2011-2015,6,24-HOUR URINE OUTPUT,0.0000,1.0000,6
Clinical finding,Edema,Phase 4,2011-2015,6,30-DAY MORTALITY,0.0000,1.0000,7
Clinical finding,Edema,Phase 4,2011-2015,6,ACUTE KIDNEY INJURY,0.0000,1.0000,8
Clinical finding,Edema,Phase 4,2011-2015,6,ATTEMPTS NEEDED TO SUCCESSFULLY PLACE SUBCUTANEOUS CATHETER/BUTTON,0.0000,1.0000,13
Clinical finding,Edema,Phase 4,2011-2015,6,CHANGE FROM BASELINE IN HYDRATION STATUS,0.0000,1.0000,16
Clinical finding,Edema,Phase 4,2016-2020,5,24-HOUR URINE OUTPUT,100.0000,1.0000,6
Clinical finding,Edema,Phase 4,2016-2020,5,ACUTE KIDNEY INJURY,100.0000,1.0000,8
Clinical finding,Edema,Phase 4,2016-2020,5,30-DAY MORTALITY,0.0000,3.0000,7
Clinical finding,Edema,Phase 4,2016-2020,5,ATTEMPTS NEEDED TO SUCCESSFULLY PLACE SUBCUTANEOUS CATHETER/BUTTON,0.0000,3.0000,13
Clinical finding,Edema,Phase 4,2016-2020,5,CHANGE FROM BASELINE IN HYDRATION STATUS,0.0000,3.0000,16
Clinical finding,Edema,Phase 4,2021-2025,3,30-DAY MORTALITY,100.0000,1.0000,7
Clinical finding,Edema,Phase 4,2021-2025,3,24-HOUR URINE OUTPUT,0.0000,2.0000,6
Clinical finding,Edema,Phase 4,2021-2025,3,ACUTE KIDNEY INJURY,0.0000,2.0000,8
Clinical finding,Edema,Phase 4,2021-2025,3,ATTEMPTS NEEDED TO SUCCESSFULLY PLACE SUBCUTANEOUS CATHETER/BUTTON,0.0000,2.0000,13
Clinical finding,Edema,Phase 4,2021-2025,3,CHANGE FROM BASELINE IN HYDRATION STATUS,0.0000,2.0000,16
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2006-2010,2,MAXIMUM PLASMA CONCENTRATION,100.0000,1.0000,0
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2006-2010,2,TIME TO MAXIMUM CONCENTRATION,100.0000,1.0000,2
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2006-2010,2,AUC FROM 0 TO INFINITY,50.0000,3.0000,3
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2006-2010,2,VOLUME OF DISTRIBUTION,50.0000,3.0000,7
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2006-2010,2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,5.0000,4
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2011-2015,4,MAXIMUM PLASMA CONCENTRATION,100.0000,1.0000,0
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2011-2015,4,TIME TO MAXIMUM CONCENTRATION,100.0000,1.0000,2
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2011-2015,4,AUC FROM 0 TO INFINITY,100.0000,1.0000,3
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2011-2015,4,VOLUME OF DISTRIBUTION,100.0000,1.0000,7
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2011-2015,4,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,100.0000,1.0000,4
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2016-2020,2,MAXIMUM PLASMA CONCENTRATION,100.0000,1.0000,0
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2016-2020,2,TIME TO MAXIMUM CONCENTRATION,0.0000,2.0000,2
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2016-2020,2,AUC FROM 0 TO INFINITY,0.0000,2.0000,3
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2016-2020,2,VOLUME OF DISTRIBUTION,0.0000,2.0000,7
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2016-2020,2,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,2.0000,4
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2021-2025,7,MAXIMUM PLASMA CONCENTRATION,83.3333,1.0000,0
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2021-2025,7,AUC FROM 0 TO INFINITY,66.6667,2.0000,3
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2021-2025,7,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,58.3333,3.0000,4
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2021-2025,7,TIME TO MAXIMUM CONCENTRATION,55.5556,4.0000,2
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 1,2021-2025,7,VOLUME OF DISTRIBUTION,44.4444,5.0000,7
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2006-2010,7,CHANGE IN HEMOGLOBIN,25.0000,1.0000,1
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2006-2010,7,CHANGE IN ALBUMIN,25.0000,1.0000,5
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2006-2010,7,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,0.0000,3.0000,6
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2006-2010,7,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,3.0000,4
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2006-2010,7,ANTI-DRUG ANTIBODIES,0.0000,3.0000,11
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2011-2015,10,CHANGE IN HEMOGLOBIN,29.1667,1.0000,1
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2011-2015,10,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,25.0000,2.0000,6
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2011-2015,10,CHANGE IN ALBUMIN,0.0000,3.0000,5
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2011-2015,10,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,3.0000,4
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2011-2015,10,ANTI-DRUG ANTIBODIES,0.0000,3.0000,11
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2016-2020,9,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,75.0000,1.0000,6
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2016-2020,9,CHANGE IN HEMOGLOBIN,50.0000,2.0000,1
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2016-2020,9,CHANGE IN ALBUMIN,50.0000,2.0000,5
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2016-2020,9,ANTI-DRUG ANTIBODIES,50.0000,2.0000,11
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2016-2020,9,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,0.0000,5.0000,4
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2021-2025,8,NUMBER OF PARTICIPANTS WITH ADVERSE EVENTS,58.3333,1.0000,4
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2021-2025,8,CHANGE IN ALBUMIN,50.0000,2.0000,5
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2021-2025,8,NUMBER OF PARTICIPANTS WITH TREATMENT-EMERGENT ADVERSE EVENTS,37.5000,3.0000,6
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2021-2025,8,CHANGE IN HEMOGLOBIN,0.0000,4.0000,1
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 2,2021-2025,8,ANTI-DRUG ANTIBODIES,0.0000,4.0000,11
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2006-2010,3,CHANGE IN HEMOGLOBIN,0.0000,1.0000,1
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2006-2010,3,AUC(0-24) FOR TACROLIMUS,0.0000,1.0000,13
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2006-2010,3,CHANGE FROM BASELINE OF METABOLIC CONTROL,0.0000,1.0000,14
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2006-2010,3,CHANGE FROM BASELINE OF MRI BODY COMPOSITION,0.0000,1.0000,15
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2006-2010,3,CHANGE FROM BASELINE OF NUTRITIONAL STATUS,0.0000,1.0000,16
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2011-2015,18,CHANGE FROM BASELINE OF METABOLIC CONTROL,66.6667,1.0000,14
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2011-2015,18,CHANGE FROM BASELINE OF MRI BODY COMPOSITION,66.6667,1.0000,15
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2011-2015,18,CHANGE FROM BASELINE OF NUTRITIONAL STATUS,66.6667,1.0000,16
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2011-2015,18,CHANGE IN HEMOGLOBIN,35.4167,4.0000,1
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2011-2015,18,AUC(0-24) FOR TACROLIMUS,25.0000,5.0000,13
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2016-2020,1,CHANGE IN HEMOGLOBIN,0.0000,1.0000,1
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2016-2020,1,AUC(0-24) FOR TACROLIMUS,0.0000,1.0000,13
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2016-2020,1,CHANGE FROM BASELINE OF METABOLIC CONTROL,0.0000,1.0000,14
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2016-2020,1,CHANGE FROM BASELINE OF MRI BODY COMPOSITION,0.0000,1.0000,15
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2016-2020,1,CHANGE FROM BASELINE OF NUTRITIONAL STATUS,0.0000,1.0000,16
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2021-2025,5,CHANGE IN HEMOGLOBIN,0.0000,1.0000,1
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2021-2025,5,AUC(0-24) FOR TACROLIMUS,0.0000,1.0000,13
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2021-2025,5,CHANGE FROM BASELINE OF METABOLIC CONTROL,0.0000,1.0000,14
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2021-2025,5,CHANGE FROM BASELINE OF MRI BODY COMPOSITION,0.0000,1.0000,15
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 3,2021-2025,5,CHANGE FROM BASELINE OF NUTRITIONAL STATUS,0.0000,1.0000,16
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2006-2010,6,SUSTAINED VIROLOGIC RESPONSE,0.0000,1.0000,9
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2006-2010,6,ANTIBODY DEVELOPMENT,0.0000,1.0000,12
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2006-2010,6,CHANGE IN ALBUMIN,0.0000,1.0000,5
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2006-2010,6,CHANGE IN HEMOGLOBIN A1C,0.0000,1.0000,21
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2006-2010,6,KIDNEY FUNCTION,0.0000,1.0000,22
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2011-2015,10,CHANGE IN HEMOGLOBIN A1C,37.5000,1.0000,21
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2011-2015,10,SUSTAINED VIROLOGIC RESPONSE,0.0000,2.0000,9
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2011-2015,10,ANTIBODY DEVELOPMENT,0.0000,2.0000,12
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2011-2015,10,CHANGE IN ALBUMIN,0.0000,2.0000,5
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2011-2015,10,KIDNEY FUNCTION,0.0000,2.0000,22
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2016-2020,7,SUSTAINED VIROLOGIC RESPONSE,41.6667,1.0000,9
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2016-2020,7,ANTIBODY DEVELOPMENT,33.3333,2.0000,12
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2016-2020,7,KIDNEY FUNCTION,33.3333,2.0000,22
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2016-2020,7,CHANGE IN ALBUMIN,0.0000,4.0000,5
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2016-2020,7,CHANGE IN HEMOGLOBIN A1C,0.0000,4.0000,21
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2021-2025,8,CHANGE IN ALBUMIN,58.3333,1.0000,5
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2021-2025,8,SUSTAINED VIROLOGIC RESPONSE,16.6667,2.0000,9
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2021-2025,8,ANTIBODY DEVELOPMENT,16.6667,2.0000,12
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2021-2025,8,KIDNEY FUNCTION,16.6667,2.0000,22
Disorder of the genitourinary system,End-Stage Renal Disease,Phase 4,2021-2025,8,CHANGE IN HEMOGLOBIN A1C,0.0000,5.0000,21
Neoplastic disease,Endometrial Cancer,Phase 1,2011-2015,3,MAXIMUM TOLERATED DOSE,100.0000,1.0000,7
Neoplastic disease,Endometrial Cancer,Phase 1,2011-2015,3,OBJECTIVE RESPONSE RATE,100.0000,1.0000,0
Neoplastic disease,Endometrial Cancer,Phase 1,2011-2015,3,PROGRESSION-FREE SURVIVAL,100.0000,1.0000,1
Neoplastic disease,Endometrial Cancer,Phase 1,2011-2015,3,OVERALL SURVIVAL,100.0000,1.0000,2
Neoplastic disease,Endometrial Cancer,Phase 1,2011-2015,3,ANY GRADE TREATMENT RELATED ADVERSE EVENTS,0.0000,5.0000,12
Neoplastic disease,Endometrial Cancer,Phase 1,2016-2020,5,MAXIMUM TOLERATED DOSE,66.6667,1.0000,7
Neoplastic disease,Endometrial Cancer,Phase 1,2016-2020,5,PROGRESSION-FREE SURVIVAL,66.6667,1.0000,1
Neoplastic disease,Endometrial Cancer,Phase 1,2016-2020,5,OVERALL SURVIVAL,50.0000,3.0000,2
Neoplastic disease,Endometrial Cancer,Phase 1,2016-2020,5,OBJECTIVE RESPONSE RATE,41.6667,4.0000,0
Neoplastic disease,Endometrial Cancer,Phase 1,2016-2020,5,ANY GRADE TREATMENT RELATED ADVERSE EVENTS,33.3333,5.0000,12
Neoplastic disease,Endometrial Cancer,Phase 1,2021-2025,1,OBJECTIVE RESPONSE RATE,100.0000,1.0000,0
Neoplastic disease,Endometrial Cancer,Phase 1,2021-2025,1,MAXIMUM TOLERATED DOSE,0.0000,2.0000,7
Neoplastic disease,Endometrial Cancer,Phase 1,2021-2025,1,PROGRESSION-FREE SURVIVAL,0.0000,2.0000,1
Neoplastic disease,Endometrial Cancer,Phase 1,2021-2025,1,OVERALL SURVIVAL,0.0000,2.0000,2
Neoplastic disease,Endometrial Cancer,Phase 1,2021-2025,1,ANY GRADE TREATMENT RELATED ADVERSE EVENTS,0.0000,2.0000,12
Neoplastic disease,Endometrial Cancer,Phase 2,2006-2010,19,OBJECTIVE RESPONSE RATE,53.6111,1.0000,0
Neoplastic disease,Endometrial Cancer,Phase 2,2006-2010,19,OVERALL SURVIVAL,53.6111,1.0000,2
Neoplastic disease,Endometrial Cancer,Phase 2,2006-2010,19,PROGRESSION-FREE SURVIVAL,29.8148,3.0000,1
Neoplastic disease,Endometrial Cancer,Phase 2,2006-2010,19,CLINICAL BENEFIT RATE,20.0000,4.0000,3
Neoplastic disease,Endometrial Cancer,Phase 2,2006-2010,19,DURATION OF RESPONSE,20.0000,4.0000,4
Neoplastic disease,Endometrial Cancer,Phase 2,2011-2015,50,OBJECTIVE RESPONSE RATE,43.4167,1.0000,0
Neoplastic disease,Endometrial Cancer,Phase 2,2011-2015,50,OVERALL SURVIVAL,38.9167,2.0000,2
Neoplastic disease,Endometrial Cancer,Phase 2,2011-2015,50,PROGRESSION-FREE SURVIVAL,36.4167,3.0000,1
Neoplastic disease,Endometrial Cancer,Phase 2,2011-2015,50,CLINICAL BENEFIT RATE,17.0833,4.0000,3
Neoplastic disease,Endometrial Cancer,Phase 2,2011-2015,50,DURATION OF RESPONSE,9.5833,5.0000,4
Neoplastic disease,Endometrial Cancer,Phase 2,2016-2020,32,OBJECTIVE RESPONSE RATE,60.3590,1.0000,0
Neoplastic disease,Endometrial Cancer,Phase 2,2016-2020,32,PROGRESSION-FREE SURVIVAL,50.7179,2.0000,1
Neoplastic disease,Endometrial Cancer,Phase 2,2016-2020,32,DURATION OF RESPONSE,50.0000,3.0000,4
Neoplastic disease,Endometrial Cancer,Phase 2,2016-2020,32,OVERALL SURVIVAL,43.8974,4.0000,2
Neoplastic disease,Endometrial Cancer,Phase 2,2016-2020,32,CLINICAL BENEFIT RATE,25.8974,5.0000,3
Neoplastic disease,Endometrial Cancer,Phase 2,2021-2025,30,PROGRESSION-FREE SURVIVAL,62.8571,1.0000,1
Neoplastic disease,Endometrial Cancer,Phase 2,2021-2025,30,OBJECTIVE RESPONSE RATE,58.5317,2.0000,0
Neoplastic disease,Endometrial Cancer,Phase 2,2021-2025,30,OVERALL SURVIVAL,55.7143,3.0000,2
Neoplastic disease,Endometrial Cancer,Phase 2,2021-2025,30,CLINICAL BENEFIT RATE,27.5132,4.0000,3
Neoplastic disease,Endometrial Cancer,Phase 2,2021-2025,30,DURATION OF RESPONSE,21.6931,5.0000,4
Neoplastic disease,Endometrial Cancer,Phase 3,2011-2015,2,PROGRESSION-FREE SURVIVAL,100.0000,1.0000,1
Neoplastic disease,Endometrial Cancer,Phase 3,2011-2015,2,OVERALL SURVIVAL,100.0000,1.0000,2
Neoplastic disease,Endometrial Cancer,Phase 3,2011-2015,2,OBJECTIVE RESPONSE RATE,0.0000,3.0000,0
Neoplastic disease,Endometrial Cancer,Phase 3,2011-2015,2,ANTI-DRUG ANTIBODIES,0.0000,3.0000,8
Neoplastic disease,Endometrial Cancer,Phase 3,2011-2015,2,COMPLETE RESPONSE RATE,0.0000,3.0000,9
Neoplastic disease,Endometrial Cancer,Phase 3,2016-2020,5,PROGRESSION-FREE SURVIVAL,100.0000,1.0000,1
Neoplastic disease,Endometrial Cancer,Phase 3,2016-2020,5,OVERALL SURVIVAL,100.0000,1.0000,2
Neoplastic disease,Endometrial Cancer,Phase 3,2016-2020,5,OBJECTIVE RESPONSE RATE,50.0000,3.0000,0
Neoplastic disease,Endometrial Cancer,Phase 3,2016-2020,5,ANTI-DRUG ANTIBODIES,50.0000,3.0000,8
Neoplastic disease,Endometrial Cancer,Phase 3,2016-2020,5,COMPLETE RESPONSE RATE,0.0000,5.0000,9
Neoplastic disease,Endometrial Cancer,Phase 3,2021-2025,7,PROGRESSION-FREE SURVIVAL,100.0000,1.0000,1
Neoplastic disease,Endometrial Cancer,Phase 3,2021-2025,7,OBJECTIVE RESPONSE RATE,100.0000,1.0000,0
Neoplastic disease,Endometrial Cancer,Phase 3,2021-2025,7,ANTI-DRUG ANTIBODIES,100.0000,1.0000,8
Neoplastic disease,Endometrial Cancer,Phase 3,2021-2025,7,OVERALL SURVIVAL,77.7778,4.0000,2
Neoplastic disease,Endometrial Cancer,Phase 3,2021-2025,7,COMPLETE RESPONSE RATE,33.3333,5.0000,9
Neoplastic disease,Endometrial Cancer,Phase 4,2016-2020,1,CHANGE IN NRS PAIN SCORE,100.0000,1.0000,15
Neoplastic disease,Endometrial Cancer,Phase 4,2016-2020,1,CHANGE IN SF-36 SCORE,100.0000,1.0000,16
Neoplastic disease,Endometrial Cancer,Phase 4,2016-2020,1,LENGTH OF HOSPITAL STAY,100.0000,1.0000,17
Disorder of the genitourinary system,Endometriosis,Phase 1,2011-2015,2,AUC (0-INF) OF ALBENDAZOLE SULPHOXIDE,100.0000,1.0000,15
Disorder of the genitourinary system,Endometriosis,Phase 1,2011-2015,2,AUC (0-T) OF ACTIVE METABOLITE - ALBENDAZOLE SULPHOXIDE,100.0000,1.0000,16
Disorder of the genitourinary system,Endometriosis,Phase 1,2011-2015,2,AUC FROM 0 TO INFINITY,100.0000,1.0000,17
Disorder of the genitourinary system,Endometriosis,Phase 1,2011-2015,2,AUC(0-T),100.0000,1.0000,18
Disorder of the genitourinary system,Endometriosis,Phase 1,2011-2015,2,CHANGE IN LH PULSES,100.0000,1.0000,19
Disorder of the genitourinary system,Endometriosis,Phase 2,2006-2010,8,CHANGE IN PAIN SCORE,50.0000,1.0000,1
Disorder of the genitourinary system,Endometriosis,Phase 2,2006-2010,8,CHANGE IN DYSPAREUNIA SCORE,50.0000,1.0000,3
Disorder of the genitourinary system,Endometriosis,Phase 2,2006-2010,8,CHANGE FROM BASELINE IN EHP-5 SCORE,50.0000,1.0000,7
Disorder of the genitourinary system,Endometriosis,Phase 2,2006-2010,8,CHANGE IN NRS PAIN SCORE,41.6667,4.0000,0
Disorder of the genitourinary system,Endometriosis,Phase 2,2006-2010,8,CHANGE IN DYSMENORRHEA SCORE,38.8889,5.0000,8
Disorder of the genitourinary system,Endometriosis,Phase 2,2011-2015,10,CHANGE IN PAIN SCORE,33.3333,1.0000,1
Disorder of the genitourinary system,Endometriosis,Phase 2,2011-2015,10,CHANGE IN NRS PAIN SCORE,0.0000,2.0000,0
Disorder of the genitourinary system,Endometriosis,Phase 2,2011-2015,10,CHANGE IN DYSPAREUNIA SCORE,0.0000,2.0000,3
Disorder of the genitourinary system,Endometriosis,Phase 2,2011-2015,10,CHANGE FROM BASELINE IN EHP-5 SCORE,0.0000,2.0000,7
Disorder of the genitourinary system,Endometriosis,Phase 2,2011-2015,10,CHANGE IN DYSMENORRHEA SCORE,0.0000,2.0000,8
Disorder of the genitourinary system,Endometriosis,Phase 2,2016-2020,10,CHANGE IN DYSPAREUNIA SCORE,50.0000,1.0000,3
Disorder of the genitourinary system,Endometriosis,Phase 2,2016-2020,10,CHANGE IN NRS PAIN SCORE,44.4444,2.0000,0
Disorder of the genitourinary system,Endometriosis,Phase 2,2016-2020,10,CHANGE IN PAIN SCORE,41.6667,3.0000,1
Disorder of the genitourinary system,Endometriosis,Phase 2,2016-2020,10,CHANGE FROM BASELINE IN EHP-5 SCORE,0.0000,4.0000,7
Disorder of the genitourinary system,Endometriosis,Phase 2,2016-2020,10,CHANGE IN DYSMENORRHEA SCORE,0.0000,4.0000,8
Disorder of the genitourinary system,Endometriosis,Phase 2,2021-2025,9,CHANGE IN DYSPAREUNIA SCORE,100.0000,1.0000,3
Disorder of the genitourinary system,Endometriosis,Phase 2,2021-2025,9,CHANGE IN DYSMENORRHEA SCORE,100.0000,1.0000,8
Disorder of the genitourinary system,Endometriosis,Phase 2,2021-2025,9,CHANGE IN NRS PAIN SCORE,72.2222,3.0000,0
Disorder of the genitourinary system,Endometriosis,Phase 2,2021-2025,9,CHANGE IN PAIN SCORE,0.0000,4.0000,1
