outcome_normalized,disease_area,disease,outcome_trial_count,disease_trial_count,percentage
ACCEPTABILITY OF INTERVENTION,Neurological disorder,Spinal Muscular Atrophy,1,199,0.5025
ACCEPTABILITY OF INTERVENTION,Disorder of endocrine system,Type 1 Diabetes,1,599,0.1669
ACCEPTABILITY OF INTERVENTION,Disorder of endocrine system,Type 2 Diabetes,1,1369,0.0730
ACCUMULATION RATIO,Situation with explicit context,Healthy Volunteers,30,2042,1.4691
ACCUMULATION RATIO,Neoplastic disease,Brain Tumors,15,505,2.9703
ACCUMULATION RATIO,Neoplastic disease,Solid Tumors (Advanced),15,345,4.3478
ACCUMULATION RATIO,Disorder of endocrine system,Type 2 Diabetes,15,1369,1.0957
ACCUMULATION RATIO,Neoplastic disease,Non-Small Cell Lung Cancer,10,944,1.0593
ACCUMULATION RATIO,Neoplastic disease,Locally Advanced Cancer,9,572,1.5734
ACCUMULATION RATIO,Respiratory disease,Chronic Obstructive Pulmonary Disease,8,849,0.9423
ACCUMULATION RATIO,Infection,HIV/AIDS,8,1396,0.5731
ACCUMULATION RATIO,Neoplastic disease,Solid Tumors General,7,252,2.7778
ACCUMULATION RATIO,Neoplastic disease,Acute Myeloid Leukemia,6,369,1.6260
ACCUMULATION RATIO,Neoplastic disease,Hepatocellular Carcinoma,6,321,1.8692
ACCUMULATION RATIO,Disorder of immune function,Rheumatoid Arthritis,6,734,0.8174
ACCUMULATION RATIO,Infection,Skin and Soft Tissue Infection,6,340,1.7647
ACCUMULATION RATIO,Neoplastic disease,Hematologic Malignancies General,5,160,3.1250
ACCUMULATION RATIO,Infection,Hepatitis C,5,658,0.7599
ACCUMULATION RATIO,Neoplastic disease,Multiple Myeloma,5,573,0.8726
ACCUMULATION RATIO,Respiratory disease,Asthma,4,737,0.5427
ACCUMULATION RATIO,Neoplastic disease,Cancer Immunotherapy,4,295,1.3559
ACCUMULATION RATIO,Disorder of skin,Psoriasis,4,645,0.6202
ACCUMULATION RATIO,Mental illness,Schizophrenia,4,692,0.5780
ACCUMULATION RATIO,Infection,Tuberculosis,4,151,2.6490
ACCUMULATION RATIO,Neurological disorder,Alzheimer's Disease,3,626,0.4792
ACCUMULATION RATIO,Neoplastic disease,Breast Cancer,3,1499,0.2001
ACCUMULATION RATIO,Neoplastic disease,Hodgkin Lymphoma,3,469,0.6397
ACCUMULATION RATIO,Neoplastic disease,Melanoma,3,560,0.5357
ACCUMULATION RATIO,Neoplastic disease,Ovarian Cancer,3,373,0.8043
ACCUMULATION RATIO,Neoplastic disease,Bladder Cancer,2,334,0.5988
ACCUMULATION RATIO,Neoplastic disease,Chronic Myeloid Leukemia,2,399,0.5013
ACCUMULATION RATIO,Respiratory disease,Cystic Fibrosis,2,320,0.6250
ACCUMULATION RATIO,Infection,Cytomegalovirus,2,189,1.0582
ACCUMULATION RATIO,Neoplastic disease,Diffuse Large B-Cell Lymphoma,2,221,0.9050
ACCUMULATION RATIO,Situation with explicit context,Drug-Drug Interaction,2,207,0.9662
ACCUMULATION RATIO,Neoplastic disease,Follicular Lymphoma,2,209,0.9569
ACCUMULATION RATIO,Neoplastic disease,Gastric Cancer,2,190,1.0526
ACCUMULATION RATIO,Disorder of endocrine system,Gestational Diabetes,2,982,0.2037
ACCUMULATION RATIO,Neoplastic disease,Glioblastoma,2,386,0.5181
ACCUMULATION RATIO,Cardiovascular disease,Heart Failure,2,687,0.2911
ACCUMULATION RATIO,Infection,Hepatitis B,2,266,0.7519
ACCUMULATION RATIO,Disorder of endocrine system,Menopause Symptoms,2,125,1.6000
ACCUMULATION RATIO,Disorder of endocrine system,Metabolic Syndrome,2,285,0.7018
ACCUMULATION RATIO,Neoplastic disease,Metastatic Disease,2,366,0.5464
ACCUMULATION RATIO,Neoplastic disease,Myeloproliferative Neoplasms,2,104,1.9231
ACCUMULATION RATIO,Mental illness,Opioid Use Disorder,2,334,0.5988
ACCUMULATION RATIO,Musculoskeletal disorder,Osteoporosis,2,441,0.4535
ACCUMULATION RATIO,Neoplastic disease,Pancreatic Cancer,2,515,0.3883
ACCUMULATION RATIO,Neoplastic disease,Prostate Cancer,2,906,0.2208
ACCUMULATION RATIO,Neoplastic disease,Recurrent Cancer,2,444,0.4505
ACCUMULATION RATIO,Infection,Respiratory Syncytial Virus,2,284,0.7042
ACCUMULATION RATIO,Neoplastic disease,Small Cell Lung Cancer,2,505,0.3960
ACCUMULATION RATIO,Disorder of immune function,Systemic Lupus Erythematosus,2,155,1.2903
ACCUMULATION RATIO,Disorder of endocrine system,Type 1 Diabetes,2,599,0.3339
ACCUMULATION RATIO,Disorder of endocrine system,Acromegaly,1,72,1.3889
ACCUMULATION RATIO,Neoplastic disease,Acute Lymphoblastic Leukemia,1,364,0.2747
ACCUMULATION RATIO,Clinical finding,Acute Pain,1,1010,0.0990
ACCUMULATION RATIO,Respiratory disease,Acute Respiratory Distress Syndrome,1,189,0.5291
ACCUMULATION RATIO,Disorder of endocrine system,Addison's Disease,1,21,4.7619
ACCUMULATION RATIO,Respiratory disease,Allergic Asthma,1,265,0.3774
ACCUMULATION RATIO,Blood disease,Anemia,1,312,0.3205
ACCUMULATION RATIO,Cardiovascular disease,Atherosclerosis,1,254,0.3937
ACCUMULATION RATIO,Disorder of skin,Atopic Dermatitis,1,502,0.1992
ACCUMULATION RATIO,Mental illness,Autism Spectrum Disorder,1,235,0.4255
ACCUMULATION RATIO,Infection,COVID-19,1,793,0.1261
ACCUMULATION RATIO,Disorder of digestive system,Celiac Disease,1,58,1.7241
ACCUMULATION RATIO,Neoplastic disease,Cervical Cancer,1,269,0.3717
ACCUMULATION RATIO,Neoplastic disease,Cholangiocarcinoma,1,127,0.7874
ACCUMULATION RATIO,Disorder of the genitourinary system,Chronic Kidney Disease,1,337,0.2967
ACCUMULATION RATIO,Cardiovascular disease,Coronary Artery Disease,1,662,0.1511
ACCUMULATION RATIO,Disorder of eye,Dry Eye Disease,1,334,0.2994
ACCUMULATION RATIO,Neurological disorder,Duchenne Muscular Dystrophy,1,159,0.6289
ACCUMULATION RATIO,Disorder of digestive system,Eosinophilic Esophagitis,1,209,0.4785
ACCUMULATION RATIO,Neurological disorder,Epilepsy,1,416,0.2404
ACCUMULATION RATIO,Neoplastic disease,Esophageal Cancer,1,157,0.6369
ACCUMULATION RATIO,Cardiovascular disease,Familial Hypercholesterolemia,1,257,0.3891
ACCUMULATION RATIO,Disorder of eye,Glaucoma,1,715,0.1399
ACCUMULATION RATIO,Disorder of haemostatic system,Hemophilia A,1,167,0.5988
ACCUMULATION RATIO,Disorder of endocrine system,Hyperparathyroidism,1,134,0.7463
ACCUMULATION RATIO,Disorder of the genitourinary system,IgA Nephropathy,1,80,1.2500
ACCUMULATION RATIO,Disorder of immune function,Lupus Nephritis,1,91,1.0989
ACCUMULATION RATIO,Infection,Malaria,1,213,0.4695
ACCUMULATION RATIO,Neurological disorder,Multiple Sclerosis,1,495,0.2020
ACCUMULATION RATIO,Neurological disorder,Myasthenia Gravis,1,135,0.7407
ACCUMULATION RATIO,Neoplastic disease,Neuroendocrine Tumors,1,260,0.3846
ACCUMULATION RATIO,Disorder of digestive system,Nonalcoholic Fatty Liver Disease,1,235,0.4255
ACCUMULATION RATIO,Disorder of endocrine system,Obesity,1,811,0.1233
ACCUMULATION RATIO,Disorder of immune function,Organ Transplant Rejection,1,362,0.2762
ACCUMULATION RATIO,Neurological disorder,Parkinson's Disease,1,545,0.1835
ACCUMULATION RATIO,Disorder of the genitourinary system,Polycystic Kidney Disease,1,61,1.6393
ACCUMULATION RATIO,Situation with explicit context,Preventive Care,1,274,0.3650
ACCUMULATION RATIO,Disorder of immune function,Sarcoidosis,1,164,0.6098
ACCUMULATION RATIO,Respiratory disease,Severe Asthma,1,35,2.8571
ACCUMULATION RATIO,Blood disease,Sickle Cell Disease,1,177,0.5650
ACCUMULATION RATIO,Infection,Urinary Tract Infection,1,169,0.5917
ACR20 RESPONSE,Disorder of immune function,Rheumatoid Arthritis,309,734,42.0981
ACR20 RESPONSE,Musculoskeletal disorder,Psoriatic Arthritis,64,150,42.6667
ACR20 RESPONSE,Disorder of skin,Psoriasis,5,645,0.7752
ACR20 RESPONSE,Musculoskeletal disorder,Ankylosing Spondylitis,2,175,1.1429
ACR20 RESPONSE,Disorder of digestive system,Celiac Disease,1,58,1.7241
ACR20 RESPONSE,Clinical finding,Fever,1,217,0.4608
ACR20 RESPONSE,Musculoskeletal disorder,Gout,1,140,0.7143
ACR50 RESPONSE,Disorder of immune function,Rheumatoid Arthritis,229,734,31.1989
ACR50 RESPONSE,Musculoskeletal disorder,Psoriatic Arthritis,54,150,36.0000
ACR50 RESPONSE,Musculoskeletal disorder,Ankylosing Spondylitis,2,175,1.1429
ACR50 RESPONSE,Musculoskeletal disorder,Juvenile Idiopathic Arthritis,2,85,2.3529
ACR50 RESPONSE,Disorder of digestive system,Celiac Disease,1,58,1.7241
ACR50 RESPONSE,Disorder of skin,Psoriasis,1,645,0.1550
ACR70 RESPONSE,Disorder of immune function,Rheumatoid Arthritis,203,734,27.6567
ACR70 RESPONSE,Musculoskeletal disorder,Psoriatic Arthritis,42,150,28.0000
ACR70 RESPONSE,Musculoskeletal disorder,Ankylosing Spondylitis,2,175,1.1429
ACR70 RESPONSE,Musculoskeletal disorder,Juvenile Idiopathic Arthritis,2,85,2.3529
ACR70 RESPONSE,Disorder of digestive system,Celiac Disease,1,58,1.7241
ACR70 RESPONSE,Disorder of skin,Psoriasis,1,645,0.1550
ACTIVITIES OF DAILY LIVING,Neurological disorder,Alzheimer's Disease,11,626,1.7572
ACTIVITIES OF DAILY LIVING,Neurological disorder,Stroke,4,607,0.6590
ACTIVITIES OF DAILY LIVING,Musculoskeletal disorder,Bone Fracture,2,217,0.9217
ACTIVITIES OF DAILY LIVING,Mental illness,Delirium,2,132,1.5152
ACTIVITIES OF DAILY LIVING,Musculoskeletal disorder,Osteoporosis,2,441,0.4535
ACTIVITIES OF DAILY LIVING,Disorder of immune function,Rheumatoid Arthritis,2,734,0.2725
ACTIVITIES OF DAILY LIVING,Injury,Trauma,2,219,0.9132
ACTIVITIES OF DAILY LIVING,Clinical finding,Acute Pain,1,1010,0.0990
ACTIVITIES OF DAILY LIVING,Neurological disorder,Amyotrophic Lateral Sclerosis,1,170,0.5882
ACTIVITIES OF DAILY LIVING,Cardiovascular disease,Aortic Stenosis,1,321,0.3115
ACTIVITIES OF DAILY LIVING,Neoplastic disease,Bladder Cancer,1,334,0.2994
ACTIVITIES OF DAILY LIVING,Disorder of the genitourinary system,Chronic Kidney Disease,1,337,0.2967
ACTIVITIES OF DAILY LIVING,Neurological disorder,Chronic Pain,1,322,0.3106
ACTIVITIES OF DAILY LIVING,Neoplastic disease,Colorectal Cancer,1,556,0.1799
ACTIVITIES OF DAILY LIVING,Situation with explicit context,Critical Illness,1,74,1.3514
ACTIVITIES OF DAILY LIVING,Situation with explicit context,Drug-Drug Interaction,1,207,0.4831
ACTIVITIES OF DAILY LIVING,Neurological disorder,Duchenne Muscular Dystrophy,1,159,0.6289
ACTIVITIES OF DAILY LIVING,Situation with explicit context,Geriatric Population,1,206,0.4854
ACTIVITIES OF DAILY LIVING,Disorder of endocrine system,Gestational Diabetes,1,982,0.1018
ACTIVITIES OF DAILY LIVING,Cardiovascular disease,Hypertension,1,614,0.1629
ACTIVITIES OF DAILY LIVING,Neoplastic disease,Locally Advanced Cancer,1,572,0.1748
ACTIVITIES OF DAILY LIVING,Infection,Pneumonia,1,244,0.4098
ACTIVITIES OF DAILY LIVING,Disorder of the genitourinary system,Polycystic Kidney Disease,1,61,1.6393
ACTIVITIES OF DAILY LIVING,Neurological disorder,Spinal Cord Injury,1,294,0.3401
ACTIVITIES OF DAILY LIVING,Neurological disorder,Spinal Muscular Atrophy,1,199,0.5025
ADVERSE EVENTS LEADING TO DISCONTINUATION,Infection,HIV/AIDS,7,1396,0.5014
ADVERSE EVENTS LEADING TO DISCONTINUATION,Infection,Hepatitis C,5,658,0.7599
ADVERSE EVENTS LEADING TO DISCONTINUATION,Cardiovascular disease,Hypertension,3,614,0.4886
ADVERSE EVENTS LEADING TO DISCONTINUATION,Mental illness,Major Depressive Disorder,3,1109,0.2705
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neurological disorder,Migraine,3,470,0.6383
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Non-Small Cell Lung Cancer,3,944,0.3178
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of digestive system,Constipation,2,137,1.4599
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of digestive system,Crohn's Disease,2,225,0.8889
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neurological disorder,Duchenne Muscular Dystrophy,2,159,1.2579
ADVERSE EVENTS LEADING TO DISCONTINUATION,Cardiovascular disease,Familial Hypercholesterolemia,2,257,0.7782
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Hodgkin Lymphoma,2,469,0.4264
ADVERSE EVENTS LEADING TO DISCONTINUATION,Respiratory disease,Idiopathic Pulmonary Fibrosis,2,170,1.1765
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Multiple Myeloma,2,573,0.3490
ADVERSE EVENTS LEADING TO DISCONTINUATION,Respiratory disease,Pulmonary Arterial Hypertension,2,280,0.7143
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Renal Cell Carcinoma,2,337,0.5935
ADVERSE EVENTS LEADING TO DISCONTINUATION,Infection,Sepsis,2,164,1.2195
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of immune function,Systemic Sclerosis,2,88,2.2727
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of digestive system,Ulcerative Colitis,2,376,0.5319
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of digestive system,Acute Pancreatitis,1,158,0.6329
ADVERSE EVENTS LEADING TO DISCONTINUATION,Respiratory disease,Allergic Asthma,1,265,0.3774
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of skin,Alopecia Areata,1,120,0.8333
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neurological disorder,Alzheimer's Disease,1,626,0.1597
ADVERSE EVENTS LEADING TO DISCONTINUATION,Blood disease,Anemia,1,312,0.3205
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of skin,Atopic Dermatitis,1,502,0.1992
ADVERSE EVENTS LEADING TO DISCONTINUATION,Mental illness,Attention Deficit Hyperactivity Disorder,1,385,0.2597
ADVERSE EVENTS LEADING TO DISCONTINUATION,Mental illness,Autism Spectrum Disorder,1,235,0.4255
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Breast Cancer,1,1499,0.0667
ADVERSE EVENTS LEADING TO DISCONTINUATION,Infection,COVID-19,1,793,0.1261
ADVERSE EVENTS LEADING TO DISCONTINUATION,Infection,Clostridium Difficile Infection,1,124,0.8065
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of endocrine system,Diabetic Neuropathy,1,124,0.8065
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of eye,Dry Eye Disease,1,334,0.2994
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neurological disorder,Essential Tremor,1,170,0.5882
ADVERSE EVENTS LEADING TO DISCONTINUATION,Mental illness,Generalized Anxiety Disorder,1,63,1.5873
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Glioblastoma,1,386,0.2591
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Head and Neck Cancer,1,445,0.2247
ADVERSE EVENTS LEADING TO DISCONTINUATION,Cardiovascular disease,Heart Failure,1,687,0.1456
ADVERSE EVENTS LEADING TO DISCONTINUATION,Musculoskeletal disorder,Low Back Pain,1,330,0.3030
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of endocrine system,Metabolic Syndrome,1,285,0.3509
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Metastatic Disease,1,366,0.2732
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neurological disorder,Multiple Sclerosis,1,495,0.2020
ADVERSE EVENTS LEADING TO DISCONTINUATION,Musculoskeletal disorder,Osteoarthritis,1,845,0.1183
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Pancreatic Cancer,1,515,0.1942
ADVERSE EVENTS LEADING TO DISCONTINUATION,Mental illness,Post-Traumatic Stress Disorder,1,473,0.2114
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Prostate Cancer,1,906,0.1104
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of immune function,Rheumatoid Arthritis,1,734,0.1362
ADVERSE EVENTS LEADING TO DISCONTINUATION,Mental illness,Schizophrenia,1,692,0.1445
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Small Cell Lung Cancer,1,505,0.1980
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of immune function,Systemic Lupus Erythematosus,1,155,0.6452
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of endocrine system,Type 2 Diabetes,1,1369,0.0730
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of the genitourinary system,Urinary Incontinence,1,328,0.3049
ADVERSE EVENTS LEADING TO DISCONTINUATION,Disorder of haemostatic system,Venous Thromboembolism,1,240,0.4167
ADVERSE EVENTS LEADING TO DISCONTINUATION,Neoplastic disease,Waldenstrom Macroglobulinemia,1,78,1.2821
ALL COLLECTED DEATHS,Neoplastic disease,Breast Cancer,13,1499,0.8672
ALL COLLECTED DEATHS,Neoplastic disease,Non-Small Cell Lung Cancer,10,944,1.0593
ALL COLLECTED DEATHS,Neoplastic disease,Melanoma,5,560,0.8929
ALL COLLECTED DEATHS,Neoplastic disease,Acute Myeloid Leukemia,4,369,1.0840
ALL COLLECTED DEATHS,Disorder of eye,Age-Related Macular Degeneration,4,253,1.5810
ALL COLLECTED DEATHS,Neoplastic disease,Cancer Immunotherapy,4,295,1.3559
ALL COLLECTED DEATHS,Neoplastic disease,Locally Advanced Cancer,4,572,0.6993
ALL COLLECTED DEATHS,Blood disease,Myelodysplastic Syndromes,4,297,1.3468
ALL COLLECTED DEATHS,Neoplastic disease,Renal Cell Carcinoma,4,337,1.1869
ALL COLLECTED DEATHS,Neoplastic disease,Chronic Myeloid Leukemia,3,399,0.7519
ALL COLLECTED DEATHS,Disorder of immune function,Graft-versus-Host Disease,3,184,1.6304
ALL COLLECTED DEATHS,Neoplastic disease,Neuroendocrine Tumors,3,260,1.1538
ALL COLLECTED DEATHS,Disorder of eye,Diabetic Macular Edema,2,192,1.0417
ALL COLLECTED DEATHS,Neoplastic disease,Metastatic Disease,2,366,0.5464
ALL COLLECTED DEATHS,Neoplastic disease,Acute Lymphoblastic Leukemia,1,364,0.2747
ALL COLLECTED DEATHS,Respiratory disease,Asthma,1,737,0.1357
ALL COLLECTED DEATHS,Neoplastic disease,Brain Tumors,1,505,0.1980
ALL COLLECTED DEATHS,Disorder of eye,Cataracts,1,475,0.2105
ALL COLLECTED DEATHS,Neoplastic disease,Cervical Cancer,1,269,0.3717
ALL COLLECTED DEATHS,Neoplastic disease,Diffuse Large B-Cell Lymphoma,1,221,0.4525
ALL COLLECTED DEATHS,Neoplastic disease,Follicular Lymphoma,1,209,0.4785
ALL COLLECTED DEATHS,Cardiovascular disease,Heart Failure,1,687,0.1456
ALL COLLECTED DEATHS,Neoplastic disease,Hepatocellular Carcinoma,1,321,0.3115
ALL COLLECTED DEATHS,Blood disease,Immune Thrombocytopenia,1,74,1.3514
ALL COLLECTED DEATHS,Disorder of endocrine system,Menopause Symptoms,1,125,0.8000
ALL COLLECTED DEATHS,Cardiovascular disease,Myocardial Infarction,1,207,0.4831
ALL COLLECTED DEATHS,Disorder of immune function,Organ Transplant Rejection,1,362,0.2762
ALL COLLECTED DEATHS,Neoplastic disease,Ovarian Cancer,1,373,0.2681
ALL COLLECTED DEATHS,Neoplastic disease,Prostate Cancer,1,906,0.1104
ALL COLLECTED DEATHS,Neoplastic disease,Sarcoma,1,246,0.4065
ALL COLLECTED DEATHS,Neoplastic disease,Solid Tumors (Advanced),1,345,0.2899
ALL-CAUSE MORTALITY,Infection,COVID-19,109,793,13.7453
ALL-CAUSE MORTALITY,Cardiovascular disease,Coronary Artery Disease,63,662,9.5166
ALL-CAUSE MORTALITY,Cardiovascular disease,Heart Failure,56,687,8.1514
ALL-CAUSE MORTALITY,Cardiovascular disease,Aortic Stenosis,47,321,14.6417
ALL-CAUSE MORTALITY,Neurological disorder,Stroke,40,607,6.5898
ALL-CAUSE MORTALITY,Cardiovascular disease,Atrial Fibrillation,29,482,6.0166
ALL-CAUSE MORTALITY,Infection,HIV/AIDS,19,1396,1.3610
ALL-CAUSE MORTALITY,Respiratory disease,Chronic Obstructive Pulmonary Disease,18,849,2.1201
ALL-CAUSE MORTALITY,Cardiovascular disease,Myocardial Infarction,18,207,8.6957
ALL-CAUSE MORTALITY,Infection,Fungal Infection,17,203,8.3744
ALL-CAUSE MORTALITY,Respiratory disease,Acute Respiratory Distress Syndrome,16,189,8.4656
ALL-CAUSE MORTALITY,Infection,Pneumonia,16,244,6.5574
ALL-CAUSE MORTALITY,Infection,Sepsis,16,164,9.7561
ALL-CAUSE MORTALITY,Disorder of endocrine system,Type 2 Diabetes,16,1369,1.1687
ALL-CAUSE MORTALITY,Cardiovascular disease,Atherosclerosis,15,254,5.9055
ALL-CAUSE MORTALITY,Disorder of haemostatic system,Venous Thromboembolism,13,240,5.4167
ALL-CAUSE MORTALITY,Respiratory disease,Idiopathic Pulmonary Fibrosis,12,170,7.0588
ALL-CAUSE MORTALITY,Cardiovascular disease,Acute Coronary Syndrome,11,152,7.2368
ALL-CAUSE MORTALITY,Neoplastic disease,Breast Cancer,11,1499,0.7338
ALL-CAUSE MORTALITY,Disorder of endocrine system,Gestational Diabetes,11,982,1.1202
ALL-CAUSE MORTALITY,Cardiovascular disease,Peripheral Artery Disease,11,332,3.3133
ALL-CAUSE MORTALITY,Respiratory disease,Neonatal Respiratory Distress,10,171,5.8480
ALL-CAUSE MORTALITY,Disorder of the genitourinary system,Chronic Kidney Disease,9,337,2.6706
ALL-CAUSE MORTALITY,Cardiovascular disease,Mitral Regurgitation,9,94,9.5745
ALL-CAUSE MORTALITY,Cardiovascular disease,Ventricular Arrhythmias,8,159,5.0314
ALL-CAUSE MORTALITY,Respiratory disease,Pulmonary Embolism,7,68,10.2941
ALL-CAUSE MORTALITY,Infection,Respiratory Syncytial Virus,7,284,2.4648
ALL-CAUSE MORTALITY,Cardiovascular disease,Shock,7,73,9.5890
ALL-CAUSE MORTALITY,Disorder of the genitourinary system,Acute Kidney Injury,6,110,5.4545
ALL-CAUSE MORTALITY,Neoplastic disease,Acute Myeloid Leukemia,6,369,1.6260
ALL-CAUSE MORTALITY,Neurological disorder,Amyotrophic Lateral Sclerosis,6,170,3.5294
ALL-CAUSE MORTALITY,Cardiovascular disease,Cardiomyopathy,6,126,4.7619
ALL-CAUSE MORTALITY,Infection,Cytomegalovirus,6,189,3.1746
ALL-CAUSE MORTALITY,Respiratory disease,Pulmonary Arterial Hypertension,6,280,2.1429
ALL-CAUSE MORTALITY,Procedure,Surgical Procedures,6,384,1.5625
ALL-CAUSE MORTALITY,Injury,Trauma,6,219,2.7397
ALL-CAUSE MORTALITY,Blood disease,Anemia,5,312,1.6026
ALL-CAUSE MORTALITY,Situation with explicit context,Post-Operative Care,5,282,1.7730
ALL-CAUSE MORTALITY,Disorder of labour / delivery,Preterm Labor,5,249,2.0080
ALL-CAUSE MORTALITY,Situation with explicit context,Preventive Care,5,274,1.8248
ALL-CAUSE MORTALITY,Neoplastic disease,Small Cell Lung Cancer,5,505,0.9901
ALL-CAUSE MORTALITY,Infection,Urinary Tract Infection,5,169,2.9586
ALL-CAUSE MORTALITY,Musculoskeletal disorder,Bone Fracture,4,217,1.8433
ALL-CAUSE MORTALITY,Respiratory disease,Bronchiectasis,4,255,1.5686
ALL-CAUSE MORTALITY,Neoplastic disease,Cancer Immunotherapy,4,295,1.3559
ALL-CAUSE MORTALITY,Infection,Clostridium Difficile Infection,4,124,3.2258
ALL-CAUSE MORTALITY,Situation with explicit context,Critical Illness,4,74,5.4054
ALL-CAUSE MORTALITY,Disorder of haemostatic system,Deep Vein Thrombosis,4,101,3.9604
ALL-CAUSE MORTALITY,Disorder of the genitourinary system,End-Stage Renal Disease,4,226,1.7699
ALL-CAUSE MORTALITY,Infection,Influenza,4,610,0.6557
ALL-CAUSE MORTALITY,Situation with explicit context,Pediatric Population,4,145,2.7586
ALL-CAUSE MORTALITY,Neoplastic disease,Prostate Cancer,4,906,0.4415
ALL-CAUSE MORTALITY,Disorder of immune function,Rheumatoid Arthritis,4,734,0.5450
ALL-CAUSE MORTALITY,Neurological disorder,Alzheimer's Disease,3,626,0.4792
ALL-CAUSE MORTALITY,Disorder of digestive system,Cirrhosis,3,167,1.7964
